,SHIP_NAME,WATER_BODY,CSN,STN_DATE,CODE,DEPTH_FROM,DETECTION,FLAG,VALUE,ABBREV,FULL_NAME,UNITS,LATITUDE_DD,LONGITUDE_DD
129702,CCGS LIMNOS,LAKE SUPERIOR,16,2005-05-31 16:55:00,100,0.0,0.0,,4.7,TEMP,TEMPERATURE (OF WATER),DEG C,48.58444,-86.56306
273483,CCGS LIMNOS,LAKE SUPERIOR,57,2016-08-14 00:53:00,100,0.0,,,16.5,TEMP,TEMPERATURE (OF WATER),DEG C,48.615,-87.8
210735,CCGS LIMNOS,LAKE SUPERIOR,23,2019-05-25 00:00:00,100,0.0,,,2.0,TEMP,TEMPERATURE (OF WATER),DEG C,48.61528,-87.43611
74732,CCGS LIMNOS,LAKE SUPERIOR,27,2019-05-26 00:00:00,100,0.0,,,1.5,TEMP,TEMPERATURE (OF WATER),DEG C,48.70028,-86.41861
13119,CCGS LIMNOS,LAKE SUPERIOR,12,2008-09-18 17:23:00,100,0.0,0.0,,14.5,TEMP,TEMPERATURE (OF WATER),DEG C,48.73028,-87.56306
247033,CCGS LIMNOS,LAKE SUPERIOR,32,2016-05-31 02:42:00,100,0.0,,,3.2,TEMP,TEMPERATURE (OF WATER),DEG C,48.73278,-87.56361
186034,CCGS LIMNOS,LAKE SUPERIOR,12,2008-05-08 15:44:00,100,0.0,0.0,,1.4,TEMP,TEMPERATURE (OF WATER),DEG C,48.73278,-87.56278
85273,CCGS LIMNOS,LAKE SUPERIOR,14,2019-09-07 00:00:00,100,0.0,,,14.0,TEMP,TEMPERATURE (OF WATER),DEG C,48.73278,-87.5625
133182,CCGS LIMNOS,LAKE SUPERIOR,58,2016-08-14 02:12:00,100,0.0,,,17.0,TEMP,TEMPERATURE (OF WATER),DEG C,48.73306,-87.56444
178282,CCGS LIMNOS,LAKE SUPERIOR,40,2013-05-20 11:56:00,100,0.0,0.0,,2.0,TEMP,TEMPERATURE (OF WATER),DEG C,48.73306,-87.56444
202744,CCGS LIMNOS,LAKE SUPERIOR,29,2011-08-04 06:18:00,100,0.0,0.0,,15.7,TEMP,TEMPERATURE (OF WATER),DEG C,48.73306,-87.56417
208227,CCGS LIMNOS,LAKE SUPERIOR,22,2019-05-25 00:00:00,100,0.0,,,2.0,TEMP,TEMPERATURE (OF WATER),DEG C,48.73361,-87.56417
203722,CCGS LIMNOS,LAKE SUPERIOR,10,2011-05-12 17:24:00,100,0.0,0.0,,3.9,TEMP,TEMPERATURE (OF WATER),DEG C,48.73361,-87.56333
272143,CCGS LIMNOS,LAKE SUPERIOR,24,2019-05-25 00:00:00,100,0.0,,,2.0,TEMP,TEMPERATURE (OF WATER),DEG C,48.735,-87.16611
268421,CCGS LIMNOS,LAKE SUPERIOR,13,2019-09-07 00:00:00,100,0.0,,,14.5,TEMP,TEMPERATURE (OF WATER),DEG C,48.75306,-86.99556
35620,CCGS LIMNOS,LAKE SUPERIOR,9,2001-05-11 15:48:00,100,0.0,,,2.0,TEMP,TEMPERATURE (OF WATER),DEG C,48.75583,-86.97417
107999,CCGS LIMNOS,LAKE SUPERIOR,25,2019-05-25 00:00:00,100,0.0,,,2.0,TEMP,TEMPERATURE (OF WATER),DEG C,48.75611,-86.97611
318198,CCGS LIMNOS,LAKE SUPERIOR,41,2013-05-20 15:19:00,100,0.0,0.0,,2.0,TEMP,TEMPERATURE (OF WATER),DEG C,48.75611,-86.97556
136122,CCGS LIMNOS,LAKE SUPERIOR,15,2005-05-31 13:37:00,100,0.0,0.0,,3.3,TEMP,TEMPERATURE (OF WATER),DEG C,48.75639,-86.97583
19209,CCGS LIMNOS,LAKE SUPERIOR,13,2003-05-18 02:00:00,100,0.0,,,2.1,TEMP,TEMPERATURE (OF WATER),DEG C,48.75639,-86.975
251638,CCGS LIMNOS,LAKE SUPERIOR,11,2008-05-08 12:56:00,100,0.0,0.0,,1.3,TEMP,TEMPERATURE (OF WATER),DEG C,48.75667,-86.97667
22197,CCGS LIMNOS,LAKE SUPERIOR,59,2016-08-14 05:31:00,100,0.0,,,17.9,TEMP,TEMPERATURE (OF WATER),DEG C,48.75667,-86.97639
293704,CCGS LIMNOS,LAKE SUPERIOR,33,2016-05-31 05:38:00,100,0.0,,,3.5,TEMP,TEMPERATURE (OF WATER),DEG C,48.75667,-86.97639
311472,CCGS LIMNOS,LAKE SUPERIOR,10,2001-08-19 08:07:00,100,0.0,,,16.9,TEMP,TEMPERATURE (OF WATER),DEG C,48.75667,-86.97639
190999,CCGS LIMNOS,LAKE SUPERIOR,30,2011-08-04 09:39:00,100,0.0,0.0,,16.6,TEMP,TEMPERATURE (OF WATER),DEG C,48.75667,-86.97611
219258,CCGS LIMNOS,LAKE SUPERIOR,11,2008-09-18 14:03:00,100,0.0,0.0,,14.3,TEMP,TEMPERATURE (OF WATER),DEG C,48.75667,-86.97611
87291,CCGS LIMNOS,LAKE SUPERIOR,23,2005-10-09 21:53:00,100,0.0,0.0,,15.0,TEMP,TEMPERATURE (OF WATER),DEG C,48.75694,-86.97556
325775,CCGS LIMNOS,LAKE SUPERIOR,8,2011-05-12 12:26:00,100,0.0,0.0,,4.0,TEMP,TEMPERATURE (OF WATER),DEG C,48.75722,-86.97444
98307,CCGS LIMNOS,LAKE SUPERIOR,15,2005-08-12 16:22:00,100,0.0,0.0,,17.700001,TEMP,TEMPERATURE (OF WATER),DEG C,48.7575,-86.97611
174233,CCGS LIMNOS,LAKE SUPERIOR,9,2011-05-12 13:49:00,100,0.0,0.0,,5.5,TEMP,TEMPERATURE (OF WATER),DEG C,48.8,-86.99111
